Time - Dev2/ai0,Temperature - Dev2/ai0
11:34:35 AM,27.2
11:34:35 AM,26.6
11:34:35 AM,26.7
11:34:35 AM,26.2
11:34:35 AM,26.2
11:34:35 AM,25.9
11:34:35 AM,26.1
11:34:36 AM,26.2
11:34:36 AM,25.3
11:34:36 AM,25.2
11:34:36 AM,25.7
11:34:36 AM,25.1
11:34:36 AM,24.6
11:34:36 AM,25
11:34:36 AM,25.1
11:34:36 AM,24.1
11:34:36 AM,24
11:34:37 AM,23.8
11:34:37 AM,24
11:34:37 AM,24.3
11:34:37 AM,23.9
11:34:37 AM,23.1
11:34:37 AM,23.9
11:34:37 AM,23.8
11:34:37 AM,24.3
11:34:37 AM,23.8
11:34:37 AM,23.5
11:34:38 AM,22.8
11:34:38 AM,23.7
11:34:38 AM,23.1
11:34:38 AM,23.7
11:34:38 AM,22.8
11:34:38 AM,22.4
11:34:38 AM,22.3
11:34:38 AM,22
11:34:38 AM,21.3
11:34:38 AM,22.2
11:34:39 AM,21.9
11:34:39 AM,21.8
11:34:39 AM,21.9
11:34:39 AM,21.4
11:34:39 AM,20.5
11:34:39 AM,20.3
11:34:39 AM,21.1
11:34:39 AM,19.6
11:34:39 AM,19.7
11:34:39 AM,20.6
11:34:40 AM,19.7
11:34:40 AM,20.3
11:34:40 AM,19.8
11:34:40 AM,19.9
11:34:40 AM,19.6
11:34:40 AM,19.2
11:34:40 AM,19.7
11:34:40 AM,19.1
11:34:40 AM,19.9
11:34:40 AM,19.3
11:34:41 AM,19.4
11:34:41 AM,18.9
11:34:41 AM,18.2
11:34:41 AM,18.9
11:34:41 AM,19.5
11:34:41 AM,19.7
11:34:41 AM,18.3
11:34:41 AM,18.6
11:34:41 AM,17.9
11:34:41 AM,18.4
11:34:42 AM,18.3
11:34:42 AM,17.6
11:34:42 AM,18.3
11:34:42 AM,18.5
11:34:42 AM,18.9
11:34:42 AM,18.2
11:34:42 AM,17.6
11:34:42 AM,18
11:34:42 AM,16.9
11:34:42 AM,17.2
11:34:43 AM,17.5
11:34:43 AM,17.4
11:34:43 AM,16.6
11:34:43 AM,17.1
11:34:43 AM,17.2
11:34:43 AM,15.7
11:34:43 AM,17.1
11:34:43 AM,15.9
11:34:43 AM,16.2
11:34:43 AM,16.7
11:34:44 AM,16.7
11:34:44 AM,15.3
11:34:44 AM,15.9
11:34:44 AM,15.9
11:34:44 AM,15.9
11:34:44 AM,15.5
11:34:44 AM,15.1
11:34:44 AM,14.7
11:34:44 AM,15.1
11:34:44 AM,15.2
11:34:45 AM,15.4
11:34:45 AM,14.4
11:34:45 AM,14.9
11:34:45 AM,14.9
11:34:45 AM,14.8
11:34:45 AM,14.1
11:34:45 AM,15.2
11:34:45 AM,15.1
11:34:45 AM,14.4
11:34:45 AM,15.5
11:34:46 AM,14.7
11:34:46 AM,15.1
11:34:46 AM,14.7
11:34:46 AM,14.5
11:34:46 AM,14.6
11:34:46 AM,14.2
11:34:46 AM,15
11:34:46 AM,13.9
11:34:46 AM,13.7
11:34:46 AM,14.3
11:34:47 AM,13
11:34:47 AM,13.1
11:34:47 AM,13
11:34:47 AM,13.5
11:34:47 AM,14
11:34:47 AM,13.5
11:34:47 AM,13
11:34:47 AM,13.4
11:34:47 AM,13.1
11:34:47 AM,12.3
11:34:48 AM,12.2
11:34:48 AM,13
11:34:48 AM,12.4
11:34:48 AM,11.3
11:34:48 AM,12.2
11:34:48 AM,12.6
11:34:48 AM,12.5
11:34:48 AM,12.3
11:34:48 AM,12.3
11:34:48 AM,11.5
11:34:49 AM,11.7
11:34:49 AM,12.2
11:34:49 AM,12.4
